OBJID;BEGDA;ENDDA;STEXT
55000602;01.01.2005;27.01.2009;Экипировка локом. и вспомог.учас. работы
55000603;01.01.2005;30.06.2009;Грузовое движение
55000604;01.01.2005;16.10.2008;Экипировка локомотивов и вспомогательные
55000605;01.01.2005;30.06.2009;Пассажирское движение
55000608;01.01.2004;30.06.2011;Производственный участок по обслуживанию
55000609;01.01.2005;16.01.2008;Производственно-технический отдел
55000625;24.08.2006;31.10.2007;Дирекция социальной сферы
55000626;24.08.2006;31.12.9999;Красноярская ДСС
55000627;24.08.2006;31.10.2007;Дворец культуры железнод. ст.Красноярск
55000628;01.10.2006;01.08.2007;Оздоровительный комплекс
55000629;24.08.2006;30.09.2007;"ДФСК ""Локомотив"""
55000630;01.02.2005;01.04.2009;Пассажирское движение
55000631;01.01.2005;30.06.2009;Хозяйственное движение
55000632;01.02.2005;30.06.2009;Маневровое движение
55000633;01.02.2005;01.04.2009;Экипиров.локомотив. и вспом.учас.работы
55000635;06.10.2006;31.10.2006;Бригада диспетчерского контроля
55000638;06.10.2006;06.10.2006;Производственный участок сигнализации,
55000641;30.06.2006;31.03.2009;Производственно-технический отдел
55000642;05.10.2006;14.07.2011;Производственно-технический отдел
55000645;01.01.2005;18.01.2012;Участок № 4
55000646;30.09.2006;18.10.2006;Производ.участок СЦБ Абакан-Туба
55000647;30.09.2006;18.10.2006;Производ.участок СЦБ Ташеба-Чартыковский
55000653;01.01.2004;01.02.2010;ПУ СЦБ 19км-Шушь-Шарыпово-Дубинино Кия-Ш
55000654;01.01.2004;31.07.2009;ПУ СЦБ Сереж-Ужур
55000654;01.08.2009;01.02.2010;ПУ СЦБ Сереж-Сон
55000655;01.01.2004;01.02.2010;Ремонтно-технологический участок
55000656;01.01.2006;31.03.2009;Линейный отд. внутрен.дел ст. Абакан
55000671;01.01.2005;01.01.2006;Руководство
55000672;01.01.2005;22.03.2011;Пункт опробования тормозов станции Аскиз
55000672;23.03.2011;30.06.2011;Пункт техн.обслужив. вагонов ст.Аскиз
55000673;01.01.2005;22.03.2011;Пункт опробования тормозов станции Биска
55000673;23.03.2011;30.06.2011;Пункт техн.обслужив. вагонов ст.Бискамжа
55000674;01.01.2005;30.06.2011;Пункт опробования тормозов станции Абаза
55000675;01.01.2005;01.07.2011;Пункт опробования тормозов станции Тея
55000676;01.01.2005;27.08.2011;Пункт технического обслуживания вагонов
55000677;01.01.2005;30.06.2011;Пункт подготовки и промывки вагонов стан
55000678;01.01.2005;30.09.2009;Пункт подготовки вагонов под погрузку ст
55000678;01.10.2009;26.01.2012;Пункт ПВ к перевозкам ст. Чер.Копи
55000679;01.01.2005;30.09.2009;Пункт подготовки вагонов под погрузку ст
55000679;01.10.2009;27.01.2012;Пункт ПВ к перевозкам ст. Саянская
55000680;01.01.2005;22.03.2011;Пункт опробования тормозов станции Кошур
55000680;23.03.2011;30.06.2011;Пункт техн.обслуж.вагонов ст.Кошурниково
55000681;01.01.2005;14.07.2011;Контрольный пост станции Камышта
55000682;01.01.2005;31.05.2011;Контрольный пост станции Большая Ирба
55000683;01.01.2005;26.12.2007;Контрольный пост станции Ташеба
55000684;01.01.2005;30.06.2011;Контрольный пост станции Курагино
55000685;01.01.2005;31.05.2011;Контрольный пост станции Минусинск
55000686;01.01.2005;01.07.2011;Контрольный пост станции Подсиний
55000687;01.01.2005;30.06.2011;Контрольный пост станции Сон
55000688;01.01.2005;07.11.2011;Контрольный пост станции Шира
55000689;01.01.2005;30.06.2011;Контрольный пост станции Балыксу
55000690;01.01.2005;31.05.2011;Контрольный пост станции Щетинкино
55000691;01.01.2005;31.05.2011;Контрольный пост станции Хайрузовка
55000692;01.01.2005;01.06.2008;Контрольный пост станции Агул
55000693;01.01.2005;30.10.2009;Контрольный пост станции Джетка
55000694;01.01.2005;24.02.2009;Контрольный пост станции Запань
55000695;01.01.2005;31.05.2011;Контрольный пост станции Кизир
55000696;01.01.2005;01.07.2011;Контрольный пост станции Саранчет
55000699;01.01.2005;27.08.2011;Контрольный пост станции Канзыба
55000700;01.01.2005;31.05.2011;Контрольный пост станции Кой
55000701;01.01.2005;30.06.2011;Контрольный пост станции Ирбейская
55000702;01.01.2005;01.07.2011;Контрольный пост станции Биркчул
55000703;01.01.2005;31.05.2011;Контрольный пост станции Теба
55000704;01.01.2005;30.06.2011;Контрольный пост станции Абакумовка
55000705;01.01.2005;16.11.2010;Контрольный пост станции Жерлык
55000706;01.01.2005;01.06.2008;Контрольный пост станции Жайма
55000707;01.01.2005;31.05.2011;Контрольный пост станции Кравченко
55000708;01.01.2005;27.09.2008;Контрольный пост станции Крупская
55000709;01.01.2005;14.07.2011;Контрольный пост станции Мана
55000710;01.01.2005;27.09.2008;Контрольный пост станции Лужба
55000715;01.01.2006;30.06.2008;Производственно-технический отдел
55000716;01.01.2005;03.06.2007;Сектор по охране труда и технике безопас
55000717;01.01.2005;03.06.2007;Сектор по организации и нормированию тру
55000718;01.01.2005;01.06.2007;Планово-экономический сектор
55000719;01.01.2005;29.11.2007;Отдел по управлению персоналом
55000720;01.01.2005;30.06.2008;Бухгалтерия
55000721;01.01.2006;19.07.2007;Сектор снабжения
55000722;01.01.2005;30.06.2008;Цех по эксплуатации путевых машин
55000723;01.01.2006;30.06.2008;Участок по алюмино-термитной сварке
55000724;01.01.2005;14.07.2011;КП Ингашская
55000725;01.01.2005;16.10.2010;КП Тинская
55000730;01.01.2005;30.04.2008;Планово-производственный отдел
55000731;01.01.2005;30.04.2008;Сектор материально-технического снабжени
55000732;01.01.2005;22.07.2011;Производственно-технический отдел
55000734;01.09.2005;31.12.2007;Участок №3 (ПДС-3)
55000735;01.10.2006;30.04.2009;Дорожный технологический центр
55000737;01.04.2004;05.10.2011;Участок СЦБ Тисуль-Зерцалы
55000738;01.04.2004;14.07.2011;Участок СЦБ Мариинск-Тяжин
55000739;01.04.2004;14.07.2011;Ремонтно-технологический участок
55000742;31.08.2006;08.09.2011;Отдел эксплуатации грузовых вагонов
55000744;01.01.2006;30.06.2009;Бухгалтерия
55000755;01.01.2005;28.07.2008;Участок репрофилирования старогодных рел
55000756;01.01.2005;31.03.2007;Участок дефектоскопии рельсов
55000757;01.01.2005;30.06.2008;Участок контроля качества
55000758;01.01.2005;30.06.2008;Механический цех
55000759;01.01.2005;07.07.2008;Контактно-сварочный цех
55000760;29.09.2006;30.06.2011;Производственно-технический отдел
55000761;01.02.2006;30.06.2008;Производственно-технический отдел
55000762;01.09.2006;14.07.2011;Производственный участок сигнализации
55000763;01.09.2006;14.07.2011;Производственный участок устройств
55000767;01.09.2006;29.09.2006;Производственный участок сигнализации
55000768;01.09.2006;29.04.2010;Бригада диспетчерского контроля
55000768;30.04.2010;22.07.2011;Бригада по надежности и обеспечению
55000769;01.09.2006;14.07.2011;Бригада по обслуживанию устройств сигнал
